COD_CURSO;COD_DISCIPLINA;COD_TURMA;HR_INICIO;NOME_DISCIPLINA;VAGAS_OFERECIDAS;VAGAS_OCUPADAS;DIA_SEMANA;HR_FIM;TIPO_AULA;NUM_SALA
AMB;GEDA9201;130012;17:30:00;EXPRESSÃO ORAL E ESCRITA;60;15;SEG;19:10:00;Teórica;A-305
GCIV;GCIV8506;740027;20:00:00;FENÔMENOS DE TRANSFERÊNCIAS;40;35;SEX;21:50:00;Teórica;D-210
GCIV;GCIV8506;740027;18:20:00;FENÔMENOS DE TRANSFERÊNCIAS;40;35;TER;20:00:00;Teórica;D-314
GAUT;GMEC7007;654028;08:50:00;FENÔMENOS DE TRANSPORTE;20;20;SEG;12:35:00;Teórica;E-303
GEL;GMEC7007;242264;08:50:00;FENÔMENOS DE TRANSPORTE;20;20;SEG;12:35:00;Teórica;E-303
GELT;GMEC7007;342264;08:50:00;FENÔMENOS DE TRANSPORTE;20;15;SEG;12:35:00;Teórica;E-303
GPROD;GMEC7007;430080;08:50:00;FENÔMENOS DE TRANSPORTE;50;50;QUI;10:45:00;Teórica;E-307
GPROD;GMEC7007;430080;10:50:00;FENÔMENOS DE TRANSPORTE;50;50;QUI;12:35:00;Prática;E-307
GTEL;GMEC7007;530249;08:50:00;FENÔMENOS DE TRANSPORTE;20;18;SEG;12:35:00;Teórica;E-303
GLEA;GLEA1215;010006;12:40:00;FILOSOFIA APLICADA ÀS NEGOCIAÇÕES INTERNACIONAIS;40;31;QUA;15:30:00;Teórica;CAMPIII201
GPROD;GPRO7830;490023;09:55:00;FINANÇAS CORPORATIVAS;15;15;TER;12:35:00;Teórica;L-23
AMB;GFSQ9203;130004;20:00:00;FÍSICA BÁSICA;10;4;TER;22:40:00;Teórica;A-303
GAUT;GEXT7002;653028;16:30:00;FÍSICA TÉRMICA;15;13;TER;20:00:00;Teórica;E-301
GEL;GEXT7002;232270;16:30:00;FÍSICA TÉRMICA;15;10;TER;20:00:00;Teórica;E-301
GCIV;GEXT7002;730020;12:40:00;FÍSICA TÉRMICA;50;29;QUA;16:25:00;Teórica;L-31
GELT;GEXT7002;332270;16:30:00;FÍSICA TÉRMICA;16;8;TER;20:00:00;Teórica;E-301
GMEC;GEXT7002;130346;08:50:00;FÍSICA TÉRMICA;50;30;SEG;10:45:00;Teórica;E-301
GMEC;GEXT7002;130346;07:00:00;FÍSICA TÉRMICA;50;30;SEX;08:45:00;Teórica;E-301
GPROD;GEXT7002;430075;07:00:00;FÍSICA TÉRMICA;50;50;SEG;08:45:00;Teórica;E-301
GPROD;GEXT7002;430075;10:50:00;FÍSICA TÉRMICA;50;50;SEG;12:35:00;Teórica;E-301
GTEL;GEXT7002;530298;16:30:00;FÍSICA TÉRMICA;15;7;TER;20:00:00;Teórica;E-301
GCIV;GCIV8808;778808;20:00:00;FUNDAÇÕES;40;8;QUA;21:50:00;Teórica;D-206
GCIV;GCIV8808;770017;17:25:00;FUNDAÇÕES;40;40;SEX;19:10:00;Teórica;E-305
GCIV;GCIV0836;798566;20:00:00;FUNDAÇÕES ESPECIAIS;20;3;SEX;21:50:00;Teórica;D-208
BCC;GCC1930;901930;18:20:00;FUNDAMENTOS BÁSICOS DE SISTEMAS MULTIMÍDIA;25;10;QUI;21:50:00;Teórica;LAB-1
WEB;GTSI1469;601469;18:20:00;FUNDAMENTOS BÁSICOS DE SISTEMAS MULTIMÍDIA;25;14;QUI;21:50:00;Teórica;LAB-1
GCIV;GCIV8301;720015-B;19:10:00;FUNDAMENTOS DE DESENHO DE PROJETOS;25;8;TER;21:50:00;Teórica;D-210
GCIV;GCIV8301;720015-A;19:10:00;FUNDAMENTOS DE DESENHO DE PROJETOS;25;25;SEG;21:50:00;Teórica;D-214
GCIV;GCIV8407;730018;17:25:00;FUNDAMENTOS DE ENGENHARIA DE SEGURANÇA;40;37;SEG;19:10:00;Teórica;E-305
GAUT;GEDA7004;652021;07:00:00;FUNDAMENTOS DE ENGENHARIA DE SEGURANÇA;20;18;TER;09:40:00;Teórica;H-102
GELT;GEDA7004;322237;09:55:00;FUNDAMENTOS DE ENGENHARIA DE SEGURANÇA;26;16;TER;12:30:00;Teórica;H-102
GEL;GEDA7004;222237;07:00:00;FUNDAMENTOS DE ENGENHARIA DE SEGURANÇA;22;15;TER;09:40:00;Teórica;H-102
GMEC;GEDA7004;170304;07:00:00;FUNDAMENTOS DE ENGENHARIA DE SEGURANÇA;50;49;SEG;09:40:00;Teórica;H-102
GPROD;GEDA7004;450089;07:00:00;FUNDAMENTOS DE ENGENHARIA DE SEGURANÇA;40;19;TER;09:40:00;Teórica;L-22
GTEL;GEDA7004;520220;09:55:00;FUNDAMENTOS DE ENGENHARIA DE SEGURANÇA;40;19;TER;12:30:00;Teórica;H-102
AMB;GEDA9221;130026;19:10:00;FUNDAMENTOS DE LEGISLAÇÃO AMBIENTAL;60;15;QUI;22:40:00;Teórica;D-326
AMB;GMEC9226;130018;19:10:00;FUNDAMENTOS DE PROCESSOS INDUSTRIAIS;60;21;QUA;21:50:00;Teórica;
BCC;GCC1310;930003;18:20:00;FUNDAMENTOS DE REDES DE COMPUTADORES;25;23;SEX;21:40:00;Teórica;LAB-1
WEB;GTSI1432;620008;18:20:00;FUNDAMENTOS DE REDES DE COMPUTADORES;25;15;SEX;21:40:00;Teórica;LAB-1
GLEA;GLEA1080;011080;12:40:00;GÊNERO,SEXUALIDADE E RELAÇÕES INTERNACIONAIS;40;7;SEX;14:25:00;Teórica;CAMPIII204
AMB;GMEC9223;130013;19:10:00;GEOLOGIA APLICADA;60;12;QUI;21:50:00;Teórica;A-305
GCIV;GCIV8503;740029;17:25:00;GEOTECNIA;40;33;QUI;20:00:00;Teórica;E-301
GCIV;GCIV0813;700813;18:20:00;GEOTECNIA AMBIENTAL;20;5;TER;20:00:00;Teórica;D-202
GEL;GELE7310;292571;19:10:00;GERAÇÃO;50;7;SEX;21:50:00;Teórica;E-301
BCC;GCC1414;969696;18:20:00;GERÊNCIA DE PROJETOS DE TECNOLOGIA DA INFORMAÇÃO;25;7;QUA;21:50:00;Teórica;PAV1SALA01
WEB;GTSI1444;696970;18:20:00;GERÊNCIA DE PROJETOS DE TECNOLOGIA DA INFORMAÇÃO;25;8;QUA;21:50:00;Teórica;PAV1SALA01
WEB;GTSI1441;601441;;GERENCIAMENTO DE DADOS SEMIESTRUTURADOS;25;11;;;;
GLEA;GADM7733;017703;15:35:00;GERENCIAMENTO DE PROJETOS;5;3;SEG;18:10:00;Teórica;E-313
GCIV;GCIV0833;700090;20:00:00;GERENCIAMENTO ESTRATÉGICO DA FISCALIZAÇÃO E OPERAÇÃO DE TRÂNSITO;30;1;QUI;21:50:00;Teórica;D-206
AMB;GEDA9224;130027;19:10:00;GESTÃO AMBIENTAL;60;23;SEG;22:40:00;Teórica;D-326
GPROD;GPRO7825;460097;09:55:00;GESTÃO AMBIENTAL;40;36;SEX;12:35:00;Teórica;E-301
GCIV;GCIV8905;780021;14:30:00;GESTÃO AMBIENTAL I;40;40;SEG;17:20:00;Teórica;L-31
GCIV;GCIV8001;780024;15:35:00;GESTÃO AMBIENTAL II;40;40;TER;18:15:00;Teórica;CAMPIII201
GPROD;GPRO7804;450083;09:55:00;GESTÃO DA INFORMAÇÃO I;40;39;SEX;12:35:00;Teórica;E-307
GPROD;GPRO7812;460094;09:55:00;GESTÃO DA MANUTENÇÃO;40;27;QUI;12:35:00;Teórica;E-305
GCIV;GCIV8404;755330;16:30:00;GESTÃO DA QUALIDADE;45;35;QUA;18:15:00;Teórica;PAV.2/P223
GPROD;GPRO7757;450088;09:55:00;GESTÃO DA QUALIDADE;40;40;QUA;12:35:00;Teórica;L-31
GPROD;GPRO7839;407839;09:55:00;GESTÃO DE OPERAÇÕES EM SERVIÇOS DE SAÚDE;15;14;SEX;12:35:00;Teórica;L-23
GPROD;GPRO7803;470098;17:25:00;GESTÃO DE PROJETOS;40;34;SEG;20:00:00;Teórica;L-35
GLEA;GLEA1641;011641;07:00:00;GESTÃO EM EVENTOS;40;7;SEG;09:40:00;Teórica;CAMPIII203
GPROD;GPRO7815;490018;17:25:00;GESTÃO EMPREENDEDORA;40;30;TER;20:00:00;Teórica;E-305
BCC;GADM7741;900092;17:25:00;GESTÃO ESTRATÉGICA;5;5;SEG;20:00:00;Teórica;E-307
GLEA;GADM7741;017741;09:55:00;GESTÃO ESTRATÉGICA;40;0;QUI;12:35:00;Teórica;CAMPIII202
GPROD;GPRO7741;470093;17:25:00;GESTÃO ESTRATÉGICA;40;40;SEG;20:00:00;Teórica;E-303
WEB;GADM7741;600009;17:25:00;GESTÃO ESTRATÉGICA;5;4;SEG;20:00:00;Teórica;E-307
GCIV;GCIV8901;780022;15:35:00;GESTÃO SANITÁRIA DO AMBIENTE;40;33;TER;18:15:00;Teórica;PAV2/P222
GLEA;GLEA1214;010011;07:50:00;GLOBALIZAÇAÕ E NEGOCIAÇÕES INTERNACIONAIS;40;32;SEX;10:45:00;Teórica;CAMPIII201
GCIV;GCIV8701;760001;20:00:00;HIDRÁULICA E HIDROLOGIA;40;40;TER;21:50:00;Teórica;D-208
GCIV;GCIV8701;760001;20:00:00;HIDRÁULICA E HIDROLOGIA;40;40;QUI;21:50:00;Teórica;D-218
GLEA;GLEA1066;010010;12:40:00;HISTÓRIA DA ÁFRICA;40;1;SEX;14:25:00;Teórica;CAMPIII201
WEB;GTSI1436;601436;;HUMANIDADE E CIÊNCIA SOCIAIS;25;24;;;;
GAUT;GEDA7301;651014;12:40:00;HUMANIDADES E CIÊNCIAS SOCIAIS;15;14;SEG;14:25:00;Teórica;H-103
BCC;GCC1314;930010;18:20:00;HUMANIDADES E CIÊNCIAS SOCIAIS;25;25;TER;20:00:00;Teórica;PAV1SALA02
GELT;GEDA7301;312156;12:40:00;HUMANIDADES E CIÊNCIAS SOCIAIS;25;11;SEG;14:25:00;Teórica;H-103
GEL;GEDA7301;212156;12:40:00;HUMANIDADES E CIÊNCIAS SOCIAIS;27;11;SEG;14:25:00;Teórica;H-103
GMEC;GEDA7301;110215;10:50:00;HUMANIDADES E CIÊNCIAS SOCIAIS;55;45;SEG;12:35:00;Teórica;H-103
GPROD;GEDA7301;410034;10:50:00;HUMANIDADES E CIÊNCIAS SOCIAIS;60;38;QUI;12:35:00;Teórica;H-103
GTEL;GEDA7301;510157;12:40:00;HUMANIDADES E CIÊNCIAS SOCIAIS;15;11;SEG;14:25:00;Teórica;H-103
GCIV;GCIV8104;700007;12:40:00;HUMANIDADES E CIÊNICAS SOCIAIS;44;5;SEG;14:25:00;Teórica;L-31
GLEA;GLEA1096;011096;12:40:00;IDENTIDADE DISCURSIVA E CINEMA;40;6;SEG;14:25:00;Teórica;CAMPIII204
GLEA;GLEA1211;010003;08:50:00;IDENTIDADES CULTURAIS II;40;31;QUA;10:45:00;Teórica;CAMPIII201
BCC;GCC1625;960001;12:40:00;INFERÊNCIA ESTATÍSTICA;25;5;QUA;14:25:00;Teórica;PAV1LAB02
WEB;GTSI1307;600077;12:40:00;INFERÊNCIA ESTATÍSTICA;25;0;QUA;14:25:00;Teórica;
BCC;GCC1840;981836;16:30:00;INFORMÁTICA E SOCIEDADE;25;25;QUA;18:15:00;Teórica;LAB-2
WEB;GTSI1264;660000;;INFORMÁTICA E SOCIEDADE;50;18;;;;
GAUT;GEDA7601;600001;14:30:00;INGLÊS INSTRUMENTAL I;10;8;SEG;16:25:00;Teórica;H-103
GAUT;GEDA7601;600002;08:50:00;INGLÊS INSTRUMENTAL I;5;5;QUI;10:45:00;Teórica;L-21
GELT;GEDA7601;300002;08:50:00;INGLÊS INSTRUMENTAL I;5;5;QUI;10:45:00;Teórica;L-21
GELT;GEDA7601;300001;14:30:00;INGLÊS INSTRUMENTAL I;5;4;SEG;16:25:00;Teórica;H-103
GEL;GEDA7601;200002;08:50:00;INGLÊS INSTRUMENTAL I;5;5;QUI;10:45:00;Teórica;L-21
GEL;GEDA7601;200001;14:30:00;INGLÊS INSTRUMENTAL I;10;10;SEG;16:25:00;Teórica;H-103
GPROD;GEDA7601;490001;14:30:00;INGLÊS INSTRUMENTAL I;5;5;SEG;16:25:00;Teórica;H-103
GPROD;GEDA7601;490002;08:50:00;INGLÊS INSTRUMENTAL I;5;5;QUI;10:45:00;Teórica;L-21
GTEL;GEDA7601;500001;14:30:00;INGLÊS INSTRUMENTAL I;5;4;SEG;16:25:00;Teórica;H-103
GTEL;GEDA7601;500002;08:50:00;INGLÊS INSTRUMENTAL I;5;5;QUI;10:45:00;Teórica;L-21
GAUT;GEDA7701;600003;08:50:00;INGLÊS INSTRUMENTAL II;5;1;SEG;10:45:00;Teórica;L-23
GAUT;GEDA7701;600004;12:40:00;INGLÊS INSTRUMENTAL II;5;2;QUI;14:25:00;Teórica;E-305
GELT;GEDA7701;300004;12:40:00;INGLÊS INSTRUMENTAL II;5;1;QUI;14:25:00;Teórica;E-305
GELT;GEDA7701;300003;08:50:00;INGLÊS INSTRUMENTAL II;5;1;SEG;10:45:00;Teórica;L-23
GEL;GEDA7701;200004;12:40:00;INGLÊS INSTRUMENTAL II;5;4;QUI;14:25:00;Teórica;E-305
GEL;GEDA7701;200003;08:50:00;INGLÊS INSTRUMENTAL II;5;3;SEG;10:45:00;Teórica;L-23
GPROD;GEDA7701;490003;08:50:00;INGLÊS INSTRUMENTAL II;5;5;SEG;10:45:00;Teórica;L-23
GPROD;GEDA7701;490004;12:40:00;INGLÊS INSTRUMENTAL II;8;8;QUI;14:25:00;Teórica;E-305
GTEL;GEDA7701;500003;08:50:00;INGLÊS INSTRUMENTAL II;5;5;SEG;10:45:00;Teórica;L-23
GTEL;GEDA7701;500004;12:40:00;INGLÊS INSTRUMENTAL II;5;2;QUI;14:25:00;Teórica;E-305
GPROD;GPRO7824;400032;17:25:00;INOVAÇÃO;15;9;QUA;20:00:00;Teórica;L-23
GEL;GELE7071;262492;17:25:00;INSTALAÇOES ELETRICAS;50;10;QUA;19:10:00;Teórica;Pav. VI 02
GCIV;GCIV8704;760005;18:20:00;INSTALAÇÕES ELÉTRICAS;40;40;QUI;20:00:00;Teórica;D-214
GCIV;GCIV8704;760005;18:20:00;INSTALAÇÕES ELÉTRICAS;40;40;TER;20:00:00;Teórica;D-214
GEL;GELE7306;272555;20:00:00;INSTALAÇÕES ELÉTRICAS INDUSTRIAIS;30;14;SEG;22:40:00;Teórica;E-301
GEL;GELE7082;272551;16:30:00;INSTALAÇÕES HIDRÁULICAS;50;10;QUI;19:10:00;Teórica;L-32
GCIV;GCIV8603;750003;20:00:00;INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS;40;40;TER;21:50:00;Teórica;D-214
GCIV;GCIV8603;750003;20:00:00;INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS;40;40;QUI;21:50:00;Teórica;D-214
GMEC;GMEC7401;170600;16:30:00;INSTALAÇÕES INDUSTRIAIS;50;20;QUA;19:10:00;Teórica;L-34
GMEC;GMEC7609;106699;14:30:00;INSTRUMENTAÇÃO;10;10;SEX;17:20:00;Teórica;CAMPIII204
GAUT;GELE7192;658004;15:35:00;INSTRUMENTAÇÃO ELETRÔNICA;30;5;TER;16:25:00;Teórica;E 201
GAUT;GELE7192;658004;16:30:00;INSTRUMENTAÇÃO ELETRÔNICA;30;5;TER;18:15:00;Prática;E 201
GELT;GELE7192;382563;18:20:00;INSTRUMENTAÇÃO ELETRÔNICA;25;9;SEG;19:10:00;Teórica;SALA E-214
GELT;GELE7192;382563;19:10:00;INSTRUMENTAÇÃO ELETRÔNICA;25;9;SEG;20:50:00;Prática;SALA E-214
GCIV;GCIV0840;708340;18:20:00;INSTRUMENTAÇÃO TOPOGRÁFICA;30;2;QUI;20:00:00;Teórica;D-206
GLEA;GLEA1082;011082;10:50:00;INTEGRAÇÃO REGIONAL E BLOCOS GEOCONÔMICOS;40;1;QUA;12:35:00;Teórica;CAMPIII202
BCC;GCC1734;991734;16:30:00;INTELIGÊNCIA ARTIFICIAL;25;4;SEX;18:15:00;Teórica;PAV1SALA02
BCC;GCC1734;991734;16:30:00;INTELIGÊNCIA ARTIFICIAL;25;4;SEG;18:15:00;Teórica;PAV1SALA02
WEB;GTSI1406;601406;16:30:00;INTELIGÊNCIA ARTIFICIAL;25;5;SEG;18:15:00;Teórica;
WEB;GTSI1406;601406;16:30:00;INTELIGÊNCIA ARTIFICIAL;25;5;SEX;18:15:00;Teórica;
BCC;GCC1626;960002;14:30:00;INTELIGÊNCIA COMPUTACIONAL;25;7;QUI;18:15:00;Teórica;PAV01LAB03
GELT;GELE7348;307348;16:30:00;INTELIGÊNCIA COMPUTACIONAL;15;3;TER;17:20:00;Teórica;SALA E-214
GELT;GELE7348;307348;17:25:00;INTELIGÊNCIA COMPUTACIONAL;15;3;TER;19:10:00;Prática;
WEB;GTSI1299;600076;14:30:00;INTELIGÊNCIA COMPUTACIONAL;25;0;QUI;18:15:00;Teórica;PAV01LAB03
WEB;GTSI1261;650031;18:20:00;INTERAÇÃO HUMANO-COMPUTADOR;25;0;SEG;21:50:00;Teórica;PAV01LAB03
BCC;GCC1628;960003;18:20:00;INTERAÇÃO-HUMANO-COMPUTADOR;25;11;SEG;21:50:00;Teórica;PAV01LAB03
GAUT;GEDA7802AR;607802;;INTERCÂMBIO ESTUDANTIL;200;1;;;;
BCC;GEDA7802AR;907802;;INTERCÂMBIO ESTUDANTIL;200;4;;;;
GELT;GEDA7802AR;307802;;INTERCÂMBIO ESTUDANTIL;200;1;;;;
GEL;GEDA7802AR;207802;;INTERCÂMBIO ESTUDANTIL;200;1;;;;
GCIV;GEDA7802AR;799999;;INTERCÂMBIO ESTUDANTIL;100;10;;;;
GLEA;GEDA7802AR;017802;;INTERCÂMBIO ESTUDANTIL;200;7;;;;
GMEC;GEDA7802AR;100000;;INTERCÂMBIO ESTUDANTIL;50;9;;;;
GPROD;GEDA7802AR;407802;;INTERCÂMBIO ESTUDANTIL;200;21;;;;
GTEL;GEDA7802AR;507802;;INTERCÂMBIO ESTUDANTIL;200;3;;;;
WEB;GEDA7802AR;607802;;INTERCÂMBIO ESTUDANTIL;200;0;;;;
GLEA;GLEA1083;011083;12:40:00;INTERNACIONALIZAÇÃO DAS CIDADES E PARADIPLOMACIA;40;5;SEG;14:25:00;Teórica;CAMPIII201
GPROD;GPRO7826;400007;07:00:00;INTRODUÇAO A ADMINISTRAÇÃO;0;0;SEG;09:40:00;Teórica;H-103
GPROD;GPRO7826;400007-B;07:00:00;INTRODUÇAO A ADMINISTRAÇÃO;20;20;TER;09:40:00;Teórica;L-31
BCC;GCC1101;910003;14:30:00;INTRODUÇÃO À ADMINISTRAÇÃO;32;4;SEG;16:25:00;Teórica;PAV1SALA01
WEB;GTSI1415;600013;21:00:00;INTRODUÇÃO À ADMINISTRAÇÃO;6;6;QUI;22:40:00;Teórica;E-301
GPROD;GPRO7802;410022;09:55:00;INTRODUÇÃO A ECONOMIA;50;43;QUA;12:35:00;Teórica;E-301
GAUT;GEDA7800;650003;17:25:00;INTRODUÇÃO A ENGENHARIA;25;2;QUI;19:10:00;Teórica;H-103
GELT;GEDA7800;301028;17:25:00;INTRODUÇÃO A ENGENHARIA;26;1;QUI;19:10:00;Teórica;CAMPIII203
GEL;GEDA7800;201028;15:35:00;INTRODUÇÃO A ENGENHARIA;26;5;QUA;17:20:00;Teórica;H-103
GMEC;GEDA7800;101083;10:50:00;INTRODUÇÃO A ENGENHARIA;52;9;TER;12:35:00;Teórica;H-104
GPROD;GEDA7800;400005;09:55:00;INTRODUÇÃO A ENGENHARIA;0;0;QUA;11:40:00;Teórica;H-104
GPROD;GEDA7800;400005-B;07:00:00;INTRODUÇÃO A ENGENHARIA;20;16;SEX;08:45:00;Teórica;E-305
GTEL;GEDA7800;501025;17:25:00;INTRODUÇÃO A ENGENHARIA;6;2;QUI;19:10:00;Teórica;H-103
GCIV;GCIV8101;700003;20:00:00;INTRODUÇÃO À ENGENHARIA;44;0;QUI;21:50:00;Teórica;D-212
GAMB;GEAMB1104;162006;;INTRODUÇÃO A ENGENHARIA AMBIENTAL;50;0;;;;
GLEA;GLEA1097;011097;10:50:00;INTRODUÇÃO À LÍNGUA E CULTURA ITALIANAS;40;40;QUA;12:35:00;Teórica;CAMPIII201
GAUT;GMEC7611;600005;15:35:00;INTRODUÇÃO À TERMODINÂMICA;15;8;SEG;18:15:00;Teórica;CAMPIII203
BCC;GCC1836;981836;16:30:00;LEGISLAÇÃO EM INFORMÁTICA;25;25;QUI;18:15:00;Teórica;PAV1SALA02
WEB;GTSI1266;600087;;LEGISLAÇÃO EM INFORMÁTICA;50;16;;;;
GLEA;GLEA1092;011092;10:50:00;LIBRAS I;40;9;QUI;12:35:00;Teórica;L-21
GLEA;GLEA1098;011098;12:40:00;LIBRAS II;40;7;QUI;14:25:00;Teórica;L-21
GLEA;GLEA1208;010001;07:00:00;LINGUA ESPANHOLA II;40;30;SEG;08:45:00;Teórica;BL C 209
GLEA;GLEA1208;010001;07:00:00;LINGUA ESPANHOLA II;40;30;QUA;08:45:00;Teórica;BL C 209
GLEA;GLEA1422;010012;08:50:00;LÍNGUA ESPANHOLA IV;40;19;SEG;10:45:00;Teórica;BL C 209
GLEA;GLEA1422;010012;08:50:00;LÍNGUA ESPANHOLA IV;40;19;QUA;10:45:00;Teórica;BL C 209
GLEA;GLEA1634;011634;10:50:00;LÍNGUA ESPANHOLA VI;40;7;QUA;12:35:00;Teórica;L-23
GLEA;GLEA1210;010007;08:50:00;LINGUA FRANCESA II;40;32;TER;10:45:00;Teórica;L-34
GLEA;GLEA1210;010007;08:50:00;LINGUA FRANCESA II;40;32;QUI;10:45:00;Teórica;E-301
GLEA;GLEA1424;010014;07:00:00;LÍNGUA FRANCESA IV;40;20;TER;08:45:00;Teórica;H-101
GLEA;GLEA1424;010014;07:00:00;LÍNGUA FRANCESA IV;40;20;QUI;08:45:00;Teórica;H-101
GLEA;GLEA1636;011636;10:50:00;LÍNGUA FRANCESA VI;40;6;TER;12:35:00;Teórica;H-101
GLEA;GLEA1209;010002;10:50:00;LINGUA INGLESA II;40;27;TER;12:35:00;Teórica;BL C 209
GLEA;GLEA1209;010002;10:50:00;LINGUA INGLESA II;40;27;QUI;12:35:00;Teórica;BL C 209
GLEA;GLEA1423;010013;08:50:00;LÍNGUA INGLESA IV;40;17;TER;10:45:00;Teórica;BL C 209
GLEA;GLEA1423;010013;08:50:00;LÍNGUA INGLESA IV;40;17;QUI;10:45:00;Teórica;BL C 209
GLEA;GLEA1635;011635;07:00:00;LÍNGUA INGLESA VI;40;6;TER;08:45:00;Teórica;L-23
GLEA;GLEA1213;010005;07:00:00;LINGUAS PARA FINS ESPECIFICOS;40;34;QUI;08:45:00;Teórica;CAMPIII201
BCC;GCC1104;910006;18:20:00;LÓGICA MATEMÁTICA;32;12;SEG;20:00:00;Teórica;D-316
BCC;GCC1104;910006;18:20:00;LÓGICA MATEMÁTICA;32;12;QUI;20:00:00;Teórica;
WEB;GTSI1414;600003;18:20:00;LÓGICA MATEMÁTICA;6;5;SEG;20:00:00;Teórica;D-316
WEB;GTSI1414;600003;18:20:00;LÓGICA MATEMÁTICA;6;5;QUI;20:00:00;Teórica;D-316
GPROD;GPRO7814;470090;19:10:00;LOGÍSTICA;40;38;TER;20:50:00;Teórica;E-303
GPROD;GPRO7814;470090;19:10:00;LOGÍSTICA;40;38;QUA;20:50:00;Teórica;E-303
GPROD;GPRO7852;707852;08:50:00;LOGÍSTICA HOSPITALAR;15;2;SEX;11:40:00;Teórica;E-305
GMEC;GMEC7403;160561;09:55:00;LUBRIFICAÇÃO E MANUTENÇÃO;50;28;TER;12:35:00;Teórica;L-31
GMEC;GMEC7106;190608;17:25:00;MÁQUINAS DE TRANSPORTE;50;36;SEG;20:00:00;Teórica;L-32
GMEC;GMEC7405;140406;09:55:00;MÁQUINAS OPERATRIZES;50;26;QUI;11:40:00;Teórica;L-22
GMEC;GMEC7405;140406;07:00:00;MÁQUINAS OPERATRIZES;50;26;SEX;08:45:00;Prática;LAB 7
BCC;GCC1208;920006;20:00:00;MATEMÁTICA DISCRETA;25;25;SEG;21:50:00;Teórica;D-322
BCC;GCC1208;920006;20:00:00;MATEMÁTICA DISCRETA;25;25;QUI;21:50:00;Teórica;D-322
WEB;GTSI1423;640020;20:00:00;MATEMÁTICA DISCRETA;25;25;SEG;21:50:00;Teórica;D-322
WEB;GTSI1423;640020;20:00:00;MATEMÁTICA DISCRETA;25;25;QUI;21:50:00;Teórica;
GCIV;GCIV8501;740031;20:00:00;MATERIAIS DE CONSTRUÇÃO CIVIL I;40;40;QUI;21:50:00;Teórica;D-216
GCIV;GCIV8501;740031;20:00:00;MATERIAIS DE CONSTRUÇÃO CIVIL I;40;40;TER;21:50:00;Teórica;D-218
GCIV;GCIV8601;750001;18:20:00;MATERIAIS DE CONSTRUÇÃO CIVIL II;40;40;TER;20:00:00;Teórica;D-218
GCIV;GCIV8601;750001;18:20:00;MATERIAIS DE CONSTRUÇÃO CIVIL II;40;40;QUI;20:00:00;Teórica;D-216
GMEC;GMEC7301;130341;07:00:00;MATERIAIS DE CONSTRUÇÃO MECÂNICA;50;45;TER;09:40:00;Teórica;E-307
GMEC;GMEC7301;130341;07:00:00;MATERIAIS DE CONSTRUÇÃO MECÂNICA;50;45;QUA;08:45:00;Prática;E-307
GAUT;GELE7042;653030;17:25:00;MATERIAIS ELÉTRICOS;30;25;QUA;20:00:00;Teórica;H-103
GELT;GELE7042;332300;17:25:00;MATERIAIS ELÉTRICOS;25;11;QUA;20:00:00;Teórica;H-103
GEL;GELE7042;232300;17:25:00;MATERIAIS ELÉTRICOS;30;8;QUA;20:00:00;Teórica;H-103
GTEL;GELE7042;530280;17:25:00;MATERIAIS ELÉTRICOS;50;15;QUA;20:00:00;Teórica;H-103
GCIV;GCIV0829;700829;20:00:00;MATERIAIS SUSTENTÁVEIS PARA A CONSTRUÇÃO CIVIL;20;20;QUA;21:50:00;Teórica;D-214
GAUT;GEXT7001;651013;15:35:00;MECÂNICA BÁSICA;25;22;QUA;18:15:00;Teórica;E-307
GAUT;GEXT7001;651013;12:40:00;MECÂNICA BÁSICA;25;22;SEX;14:25:00;Teórica;E-305
GEL;GEXT7001;212130;12:40:00;MECÂNICA BÁSICA;25;24;SEX;14:25:00;Teórica;E-307
GEL;GEXT7001;212130;15:35:00;MECÂNICA BÁSICA;25;24;QUA;18:15:00;Teórica;E-303
GCIV;GEXT7001;710005;12:40:00;MECÂNICA BÁSICA;50;49;SEX;14:25:00;Prática;E-303
GCIV;GEXT7001;710005;15:35:00;MECÂNICA BÁSICA;50;49;QUA;18:15:00;Teórica;CAMPIII204
GELT;GEXT7001;312130;15:35:00;MECÂNICA BÁSICA;25;20;QUA;18:15:00;Teórica;E-303
GELT;GEXT7001;312130;12:40:00;MECÂNICA BÁSICA;25;20;SEX;14:25:00;Teórica;E-307
GMEC;GEXT7001;110221;07:00:00;MECÂNICA BÁSICA;50;48;QUA;09:40:00;Teórica;E-305
GMEC;GEXT7001;110221;08:50:00;MECÂNICA BÁSICA;50;48;SEX;10:45:00;Teórica;E-303
GPROD;GEXT7001;410062;07:00:00;MECÂNICA BÁSICA;50;46;QUA;09:40:00;Teórica;H-104
GPROD;GEXT7001;410062;08:50:00;MECÂNICA BÁSICA;50;46;SEX;10:45:00;Teórica;H-104
GTEL;GEXT7001;510130;15:35:00;MECÂNICA BÁSICA;25;25;QUA;18:15:00;Teórica;E-307
GTEL;GEXT7001;510130;12:40:00;MECÂNICA BÁSICA;25;25;SEX;14:25:00;Teórica;E-305
GMEC;GMEC7008;130391;15:35:00;MECÂNICA DOS FLUIDOS;25;25;SEG;17:20:00;Prática;L-34
